CLIENTNUM,idstatus,Customer_Age,Gender,Dependent_count,Educationid,Maritalid,Income_Category,card_categoryid,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Trans_Amt,Total_Trans_Ct,Avg_Utilization_Ratio,Churn
715872333,1,41,M,0,1,3,> Rp 15.000.000,1,36,3,2,3,18214000.0,1998000,16216000.0,1344000,21,0.11,no
712375758,1,53,M,3,3,1,Rp 8.000.000 - Rp 15.000.000,1,43,3,3,1,16393000.0,1423000,14970000.0,1461000,42,0.087,no
708868233,2,68,M,0,1,1,< Rp 3.000.000,1,52,1,3,2,1438300.0,900000,538300.0,760000,21,0.626,no
718030083,1,59,M,1,5,1,Rp 5.000.000 - Rp 8.000.000,1,36,4,1,2,7871000.0,1687000,6184000.0,1428000,22,0.214,no
720707283,1,48,M,4,4,1,Rp 8.000.000 - Rp 15.000.000,1,36,5,3,0,5288000.0,866000,4422000.0,1777000,42,0.164,no
771698658,1,44,M,5,2,1,Rp 5.000.000 - Rp 8.000.000,1,32,4,5,3,11376000.0,2006000,9370000.0,1302000,27,0.176,yes
748326258,1,48,M,3,5,1,Rp 8.000.000 - Rp 15.000.000,1,41,4,5,3,12302000.0,1632000,10670000.0,1483000,41,0.133,yes
770817783,1,47,M,4,2,1,Rp 5.000.000 - Rp 8.000.000,3,33,3,2,1,34516000.0,1679000,32837000.0,1060000,27,0.049,no
779353083,1,47,M,2,2,1,Rp 5.000.000 - Rp 8.000.000,3,32,4,2,2,34516000.0,1468000,33048000.0,1330000,32,0.043,no
711441333,1,43,F,1,1,0,< Rp 3.000.000,3,35,3,2,2,10514000.0,1580000,8934000.0,1229000,27,0.15,no
719808558,2,55,F,2,2,1,< Rp 3.000.000,1,43,2,4,3,1438300.0,0,1438300.0,886000,27,0.0,yes
711551958,2,59,M,2,6,1,Rp 5.000.000 - Rp 8.000.000,1,46,3,3,3,1438300.0,0,1438300.0,844000,24,0.0,no
809164083,1,63,M,1,2,1,Rp 3.000.000 - Rp 5.000.000,1,56,2,1,2,2619000.0,1779000,840000.0,1450000,37,0.679,no
820596183,1,58,M,2,5,1,> Rp 15.000.000,1,53,2,3,0,24407000.0,2395000,22012000.0,2311000,48,0.098,no
715999608,1,53,F,2,1,1,< Rp 3.000.000,1,36,4,1,2,2377000.0,1649000,728000.0,1378000,26,0.694,no
710565408,1,59,M,0,4,3,Rp 8.000.000 - Rp 15.000.000,3,40,3,2,3,34516000.0,1359000,33157000.0,1033000,26,0.039,no
805543158,1,52,M,3,2,1,> Rp 15.000.000,1,47,5,3,3,11086000.0,2207000,8879000.0,1523000,40,0.199,no
709752183,1,48,M,3,1,2,Rp 5.000.000 - Rp 8.000.000,1,36,4,2,2,11432000.0,2517000,8915000.0,1374000,37,0.22,no
716479233,1,43,M,4,1,1,Rp 3.000.000 - Rp 5.000.000,1,36,5,3,2,13258000.0,1721000,11537000.0,1080000,21,0.13,no
713837058,1,48,M,2,5,2,< Rp 3.000.000,1,36,3,2,3,2571000.0,1955000,616000.0,1234000,24,0.76,no
718876683,1,43,F,4,2,2,< Rp 3.000.000,1,31,5,2,0,5781000.0,1168000,4613000.0,1600000,32,0.202,no
770746908,1,44,M,4,4,1,Rp 5.000.000 - Rp 8.000.000,1,30,5,1,2,7872000.0,2509000,5363000.0,1155000,32,0.319,no
794843883,1,41,M,3,1,1,Rp 8.000.000 - Rp 15.000.000,1,35,6,1,2,34516000.0,1202000,33314000.0,1353000,33,0.035,no
803043933,1,44,F,3,3,0,< Rp 3.000.000,3,38,4,1,3,11127000.0,1835000,9292000.0,1546000,25,0.165,no
758076408,1,50,M,2,4,2,Rp 3.000.000 - Rp 5.000.000,1,43,2,1,3,1857000.0,1603000,254000.0,1590000,43,0.863,no
714606558,1,60,F,1,3,1,< Rp 3.000.000,1,36,5,1,0,1913000.0,1272000,641000.0,1448000,22,0.665,no
778425408,1,44,M,4,2,2,Rp 8.000.000 - Rp 15.000.000,1,24,5,3,0,3839000.0,2295000,1544000.0,1271000,24,0.598,no
714171108,1,48,F,3,2,0,Rp 3.000.000 - Rp 5.000.000,1,39,6,2,3,2115000.0,1141000,974000.0,1223000,20,0.539,no
719662458,1,44,F,2,2,0,< Rp 3.000.000,1,27,5,2,2,1438300.0,679000,759300.0,1117000,29,0.472,no
713137233,1,41,M,2,1,2,Rp 8.000.000 - Rp 15.000.000,1,28,4,3,0,27756000.0,1789000,25967000.0,994000,24,0.064,no
769425858,1,45,M,3,5,2,Rp 5.000.000 - Rp 8.000.000,1,32,4,1,2,1438300.0,0,1438300.0,1468000,26,0.0,no
711297483,1,47,F,2,3,0,< Rp 3.000.000,3,34,6,4,2,13878000.0,2222000,11656000.0,1658000,38,0.16,yes
788900883,1,51,F,2,2,1,< Rp 3.000.000,1,36,3,1,3,3106000.0,1304000,1802000.0,1368000,38,0.42,no
758348808,1,51,M,2,2,1,> Rp 15.000.000,1,44,4,3,3,34516000.0,1666000,32850000.0,1218000,18,0.048,no
772336458,2,60,F,1,3,1,Rp 3.000.000 - Rp 5.000.000,1,50,4,4,3,1438300.0,1025000,413300.0,702000,12,0.713,yes
708711483,1,57,M,2,4,1,Rp 8.000.000 - Rp 15.000.000,1,46,2,3,0,18871000.0,1740000,17131000.0,1516000,21,0.092,no
717906783,1,41,M,5,2,2,> Rp 15.000.000,1,29,5,2,2,5207000.0,1748000,3459000.0,1310000,26,0.336,no
719437908,1,44,M,3,6,0,Rp 8.000.000 - Rp 15.000.000,1,36,6,2,2,17965000.0,1644000,16321000.0,1767000,50,0.092,no
769433508,1,43,M,1,5,2,Rp 5.000.000 - Rp 8.000.000,1,37,6,3,3,2733000.0,1819000,914000.0,933000,25,0.666,no
790096533,1,55,M,2,5,1,Rp 5.000.000 - Rp 8.000.000,1,48,4,3,2,8863000.0,1301000,7562000.0,1512000,27,0.147,no
720997383,2,52,M,1,3,1,Rp 8.000.000 - Rp 15.000.000,1,36,2,3,3,1857000.0,1833000,24000.0,829000,17,0.987,no
787541883,1,44,M,3,2,3,Rp 8.000.000 - Rp 15.000.000,1,33,3,3,3,34516000.0,0,34516000.0,1120000,27,0.0,no
709930758,1,41,M,2,3,1,Rp 3.000.000 - Rp 5.000.000,1,30,5,3,3,11107000.0,1222000,9885000.0,1506000,33,0.11,no
789830058,1,44,M,4,4,2,Rp 8.000.000 - Rp 15.000.000,1,34,4,1,2,21573000.0,1585000,19988000.0,1384000,36,0.073,no
710299608,2,53,F,2,4,1,< Rp 3.000.000,1,33,2,3,3,2859000.0,2517000,342000.0,817000,30,0.88,no
710741208,1,39,M,2,1,2,Rp 8.000.000 - Rp 15.000.000,1,36,4,2,2,5269000.0,1475000,3794000.0,2094000,25,0.28,no
821797008,2,49,M,5,5,1,Rp 3.000.000 - Rp 5.000.000,1,45,2,2,3,1438300.0,0,1438300.0,815000,21,0.0,no
708874533,2,45,F,2,5,1,< Rp 3.000.000,1,36,1,3,2,3387000.0,0,3387000.0,510000,24,0.0,no
715341858,1,54,M,2,2,1,Rp 8.000.000 - Rp 15.000.000,1,46,6,2,3,1982000.0,1289000,693000.0,1377000,49,0.65,no
793636308,1,49,M,3,3,2,Rp 8.000.000 - Rp 15.000.000,1,43,2,2,2,4645000.0,1650000,2995000.0,1193000,33,0.355,no
713779908,1,46,F,3,7,2,Unknown,1,36,6,3,2,2189000.0,1666000,523000.0,1287000,36,0.761,no
712125258,2,46,M,4,1,1,> Rp 15.000.000,1,30,3,3,3,2442000.0,0,2442000.0,701000,19,0.0,no
709703433,1,47,M,3,2,1,Rp 5.000.000 - Rp 8.000.000,1,38,4,1,2,21304000.0,1532000,19772000.0,1770000,25,0.072,no
721022433,1,44,M,2,7,2,Rp 5.000.000 - Rp 8.000.000,1,36,5,1,2,7577000.0,2480000,5097000.0,1409000,35,0.327,no
710103558,1,50,M,3,6,2,> Rp 15.000.000,1,31,4,1,2,3234000.0,1486000,1748000.0,1354000,28,0.459,no
715952883,1,73,M,0,1,1,Rp 3.000.000 - Rp 5.000.000,1,36,5,3,2,4469000.0,1125000,3344000.0,1765000,34,0.252,no
719731458,1,56,M,3,4,3,Rp 3.000.000 - Rp 5.000.000,1,46,6,3,4,2910000.0,709000,2201000.0,1192000,27,0.244,no
772390908,2,59,M,0,1,2,Rp 3.000.000 - Rp 5.000.000,1,48,2,4,3,3616000.0,1054000,2562000.0,687000,17,0.291,yes
787348608,1,70,M,0,1,1,< Rp 3.000.000,1,56,3,2,3,3252000.0,1495000,1757000.0,1227000,15,0.46,no
709485033,1,55,F,2,1,1,< Rp 3.000.000,1,36,4,3,3,2358000.0,1152000,1206000.0,1737000,26,0.489,no
715432608,1,43,M,4,4,2,Rp 5.000.000 - Rp 8.000.000,1,36,4,1,0,22322000.0,953000,21369000.0,1348000,34,0.043,no
799471833,1,45,M,1,3,2,> Rp 15.000.000,1,39,4,2,2,3133000.0,1510000,1623000.0,1435000,38,0.482,no
714187533,1,45,F,2,3,2,Rp 3.000.000 - Rp 5.000.000,1,35,2,3,0,3540000.0,849000,2691000.0,1321000,28,0.24,no
779656908,1,40,M,1,2,1,Rp 3.000.000 - Rp 5.000.000,1,23,6,3,2,6990000.0,1378000,5612000.0,1479000,29,0.197,no
788950158,1,36,M,2,5,3,Rp 8.000.000 - Rp 15.000.000,1,22,2,2,3,34516000.0,1652000,32864000.0,1283000,39,0.048,no
778867533,2,59,F,0,6,1,Rp 3.000.000 - Rp 5.000.000,1,40,1,4,1,1438300.0,0,1438300.0,689000,23,0.0,yes
710620383,1,43,M,4,4,1,Rp 5.000.000 - Rp 8.000.000,1,35,6,3,2,24396000.0,1171000,23225000.0,965000,17,0.048,no
778661358,1,46,F,1,4,1,< Rp 3.000.000,1,36,2,3,2,2474000.0,2143000,331000.0,1541000,40,0.866,no
789483333,1,41,M,2,3,1,Rp 3.000.000 - Rp 5.000.000,1,32,5,1,3,5214000.0,795000,4419000.0,1258000,23,0.152,no
809855808,1,51,F,2,2,1,< Rp 3.000.000,1,46,5,2,2,5207000.0,1650000,3557000.0,1339000,20,0.317,no
718464258,1,51,F,3,4,3,< Rp 3.000.000,1,25,2,2,2,9512000.0,1082000,8430000.0,1007000,22,0.114,no
708528483,1,43,F,4,2,0,Unknown,1,23,6,3,2,3187000.0,2430000,757000.0,1387000,33,0.762,no
771809733,2,64,F,0,1,1,Rp 3.000.000 - Rp 5.000.000,1,53,1,3,3,3353000.0,0,3353000.0,960000,18,0.0,no
719942883,1,54,M,5,2,1,Rp 5.000.000 - Rp 8.000.000,1,38,3,3,3,2290000.0,1434000,856000.0,1119000,18,0.626,no
807226683,1,48,M,3,4,2,Rp 3.000.000 - Rp 5.000.000,1,43,6,1,3,5279000.0,1115000,4164000.0,1642000,41,0.211,no
717806133,1,40,M,2,3,0,Rp 5.000.000 - Rp 8.000.000,1,29,5,3,0,23603000.0,0,23603000.0,1382000,31,0.0,no
720615708,1,57,M,0,3,1,Rp 3.000.000 - Rp 5.000.000,1,45,6,2,2,2601000.0,0,2601000.0,1232000,32,0.0,no
714511758,1,45,M,4,2,2,Rp 8.000.000 - Rp 15.000.000,1,40,4,3,0,6363000.0,1029000,5334000.0,1542000,16,0.162,no
715050408,1,41,M,3,1,2,Rp 8.000.000 - Rp 15.000.000,1,36,4,3,3,8029000.0,1576000,6453000.0,1094000,32,0.196,no
721132233,1,42,F,4,3,1,< Rp 3.000.000,1,31,2,2,2,2410000.0,1769000,641000.0,1217000,30,0.734,no
719211558,2,45,M,2,2,2,Rp 5.000.000 - Rp 8.000.000,1,36,1,1,2,3401000.0,0,3401000.0,744000,18,0.0,no
712069008,1,42,F,4,3,1,< Rp 3.000.000,1,23,4,2,0,2260000.0,1007000,1253000.0,1614000,33,0.446,no
715996983,1,47,M,4,3,0,Rp 8.000.000 - Rp 15.000.000,1,30,5,2,2,17682000.0,2481000,15201000.0,1747000,31,0.14,no
773466258,1,48,F,4,1,1,Rp 3.000.000 - Rp 5.000.000,1,42,3,1,3,4206000.0,1100000,3106000.0,1144000,22,0.262,no
798983508,1,43,M,1,2,2,Rp 8.000.000 - Rp 15.000.000,3,37,4,3,2,34516000.0,1440000,33076000.0,1575000,34,0.042,no
719117433,1,41,M,4,1,3,Rp 8.000.000 - Rp 15.000.000,1,36,4,3,0,23018000.0,2168000,20850000.0,1463000,24,0.094,no
716451183,1,54,F,1,3,1,Rp 3.000.000 - Rp 5.000.000,1,44,5,2,3,5556000.0,1711000,3845000.0,1706000,21,0.308,no
718621608,2,54,F,2,1,1,Unknown,1,44,3,3,1,6094000.0,0,6094000.0,909000,14,0.0,no
715085733,1,61,M,0,2,1,Rp 3.000.000 - Rp 5.000.000,1,52,3,1,2,2939000.0,1999000,940000.0,2434000,33,0.68,no
788977833,1,61,M,0,3,1,Rp 8.000.000 - Rp 15.000.000,1,48,2,1,0,5362000.0,1274000,4088000.0,1876000,41,0.238,no
720272958,2,48,M,2,1,1,> Rp 15.000.000,1,36,3,3,3,27126000.0,0,27126000.0,1000000,25,0.0,no
708421833,1,45,F,4,2,2,< Rp 3.000.000,1,36,6,3,2,3342000.0,2517000,825000.0,1139000,30,0.753,no
709173108,2,54,F,4,2,1,Unknown,1,40,6,2,2,2532000.0,2221000,311000.0,799000,21,0.877,no
709879458,1,54,F,3,7,1,Unknown,1,46,2,2,3,1900000.0,1376000,524000.0,1881000,45,0.724,no
715120608,1,44,M,3,2,2,Rp 5.000.000 - Rp 8.000.000,1,37,2,3,2,14546000.0,1703000,12843000.0,1273000,27,0.117,no
770632758,1,50,F,4,7,2,Unknown,1,36,2,3,2,2521000.0,1608000,913000.0,1328000,33,0.638,no
779078733,1,55,M,2,7,1,Rp 5.000.000 - Rp 8.000.000,1,36,3,4,3,16427000.0,1682000,14745000.0,1579000,36,0.102,yes
771742533,1,48,M,2,2,3,Rp 3.000.000 - Rp 5.000.000,1,36,5,1,2,13068000.0,1718000,11350000.0,937000,28,0.131,no
720250158,1,45,M,2,5,2,Rp 5.000.000 - Rp 8.000.000,1,33,6,3,0,23218000.0,1814000,21404000.0,1749000,37,0.078,no
716458983,1,60,M,0,1,1,Rp 3.000.000 - Rp 5.000.000,1,36,5,1,3,3281000.0,837000,2444000.0,1424000,29,0.255,no
713747733,1,55,M,2,1,1,Rp 3.000.000 - Rp 5.000.000,1,47,5,3,2,3096000.0,2217000,879000.0,2011000,41,0.716,no
712270158,1,62,F,0,1,1,Rp 3.000.000 - Rp 5.000.000,1,52,5,2,3,2052000.0,1250000,802000.0,1208000,31,0.609,no
789562383,1,38,F,1,1,3,< Rp 3.000.000,1,30,2,3,0,1438300.0,583000,855300.0,1259000,24,0.405,no
754897008,1,46,M,3,1,2,Rp 3.000.000 - Rp 5.000.000,1,39,2,3,2,9432000.0,1418000,8014000.0,1319000,26,0.15,no
819700533,1,50,M,0,1,2,> Rp 15.000.000,3,45,5,2,3,14938000.0,2303000,12635000.0,949000,27,0.154,no
712890408,1,45,M,2,3,1,Rp 5.000.000 - Rp 8.000.000,1,36,5,3,2,2221000.0,1343000,878000.0,1338000,30,0.605,no
720248208,1,47,M,3,6,0,Rp 5.000.000 - Rp 8.000.000,1,37,6,3,0,5731000.0,1577000,4154000.0,1554000,26,0.275,no
779749908,1,48,M,4,5,1,Rp 5.000.000 - Rp 8.000.000,2,33,2,2,3,34516000.0,2061000,32455000.0,1350000,32,0.06,no
717401883,1,35,M,3,3,1,Rp 5.000.000 - Rp 8.000.000,1,22,5,2,2,6985000.0,1130000,5855000.0,1694000,44,0.162,no
721509558,1,51,M,2,2,1,> Rp 15.000.000,1,42,3,3,0,24221000.0,1707000,22514000.0,1678000,40,0.07,no
710572458,1,36,F,3,1,1,Unknown,1,24,4,1,1,15439000.0,0,15439000.0,2069000,43,0.0,no
714576183,1,47,M,4,2,2,Rp 8.000.000 - Rp 15.000.000,1,36,6,3,2,21637000.0,2030000,19607000.0,1222000,23,0.094,no
721425558,1,52,M,2,2,2,> Rp 15.000.000,1,37,2,3,2,14543000.0,0,14543000.0,1536000,37,0.0,no
711109908,1,43,F,4,3,1,< Rp 3.000.000,1,36,2,1,1,9684000.0,2475000,7209000.0,1400000,31,0.256,no
715203108,1,63,M,2,1,1,Rp 3.000.000 - Rp 5.000.000,1,36,2,2,2,5007000.0,930000,4077000.0,1050000,28,0.186,no
710027508,1,61,M,0,2,1,Rp 5.000.000 - Rp 8.000.000,1,54,3,2,0,1616000.0,1047000,569000.0,1389000,33,0.648,no
787464408,1,53,M,2,3,2,Rp 5.000.000 - Rp 8.000.000,1,40,5,2,2,19116000.0,0,19116000.0,1184000,29,0.0,no
783542133,1,53,F,3,2,1,< Rp 3.000.000,1,47,5,6,2,2759000.0,2223000,536000.0,2093000,42,0.806,yes
708330858,2,57,M,3,2,1,> Rp 15.000.000,1,38,2,3,3,8249000.0,1381000,6868000.0,678000,11,0.167,no
714426783,1,38,F,2,2,2,Unknown,1,31,2,3,2,14041000.0,2154000,11887000.0,1467000,29,0.153,no
712701333,1,53,M,3,1,1,Rp 5.000.000 - Rp 8.000.000,1,43,5,3,2,5264000.0,2169000,3095000.0,1219000,27,0.412,no
709494483,1,63,F,0,4,1,< Rp 3.000.000,1,54,4,2,1,2420000.0,1912000,508000.0,1730000,36,0.79,no
773373108,1,49,F,4,1,1,< Rp 3.000.000,1,43,4,2,0,2826000.0,2070000,756000.0,1025000,28,0.732,no
715812258,1,45,M,2,1,1,Rp 8.000.000 - Rp 15.000.000,1,34,5,5,2,12518000.0,1539000,10979000.0,1165000,33,0.123,yes
778286433,1,67,M,0,2,1,Rp 3.000.000 - Rp 5.000.000,1,56,4,2,1,5876000.0,1297000,4579000.0,2133000,55,0.221,no
789270033,1,48,M,3,2,2,Rp 8.000.000 - Rp 15.000.000,3,37,3,2,3,34516000.0,0,34516000.0,1122000,13,0.0,no
711569433,1,51,F,2,3,0,< Rp 3.000.000,1,38,4,1,2,9648000.0,1926000,7722000.0,1083000,22,0.2,no
720214833,1,52,M,2,1,2,Rp 8.000.000 - Rp 15.000.000,3,40,3,3,3,34516000.0,2177000,32339000.0,1234000,23,0.063,no
709346133,1,55,F,2,3,1,Unknown,1,35,3,3,0,3025000.0,2376000,649000.0,1277000,23,0.785,no
788194458,1,34,M,3,1,1,Rp 5.000.000 - Rp 8.000.000,1,26,4,3,3,3265000.0,2517000,748000.0,1843000,35,0.771,no
720779733,1,56,M,1,3,1,> Rp 15.000.000,1,36,3,2,2,6041000.0,1355000,4686000.0,1747000,49,0.224,no
717424458,1,44,F,2,6,1,< Rp 3.000.000,1,36,3,3,2,2293000.0,1823000,470000.0,1166000,22,0.795,no
708820308,1,47,M,3,6,3,Rp 8.000.000 - Rp 15.000.000,1,36,6,2,2,13399000.0,2505000,10894000.0,1326000,31,0.187,no
710558058,1,46,F,3,4,1,< Rp 3.000.000,1,38,4,3,3,4317000.0,2517000,1800000.0,1619000,36,0.583,no
770590758,1,43,F,3,2,2,Rp 3.000.000 - Rp 5.000.000,1,29,5,2,0,3378000.0,1069000,2309000.0,1285000,16,0.316,no
718490658,1,50,F,1,2,2,< Rp 3.000.000,1,36,4,1,3,5012000.0,2242000,2770000.0,1142000,28,0.447,no
711985833,1,38,F,4,3,2,< Rp 3.000.000,1,30,4,1,0,2569000.0,1605000,964000.0,1190000,46,0.625,no
708967608,1,53,F,1,2,2,< Rp 3.000.000,1,45,3,1,2,3471000.0,1785000,1686000.0,1052000,24,0.514,no
718505958,1,43,M,5,2,0,> Rp 15.000.000,3,31,5,3,3,34516000.0,1699000,32817000.0,1628000,38,0.049,no
715024233,1,53,M,1,1,1,> Rp 15.000.000,1,36,6,3,2,3312000.0,1844000,1468000.0,1740000,32,0.557,no
779249583,1,56,F,1,2,1,< Rp 3.000.000,1,38,4,3,3,2578000.0,2462000,116000.0,1378000,29,0.955,no
709278258,2,54,M,2,4,1,Rp 3.000.000 - Rp 5.000.000,1,44,4,3,2,2902000.0,2517000,385000.0,996000,26,0.867,no
778928283,1,57,F,3,1,1,< Rp 3.000.000,1,39,3,2,1,2742000.0,2321000,421000.0,1389000,32,0.846,no
712299858,1,62,M,1,1,1,< Rp 3.000.000,1,53,5,3,3,2077000.0,1571000,506000.0,1365000,38,0.756,no
799224108,1,46,F,4,2,2,< Rp 3.000.000,1,40,5,1,2,6265000.0,1942000,4323000.0,1715000,43,0.31,no
809976033,1,49,M,2,3,1,Rp 5.000.000 - Rp 8.000.000,1,44,6,3,0,7819000.0,1560000,6259000.0,1582000,25,0.2,no
716203308,1,52,M,3,2,2,Rp 8.000.000 - Rp 15.000.000,1,42,6,3,3,2731000.0,1692000,1039000.0,1220000,22,0.62,no
714871683,2,58,M,1,3,1,Rp 3.000.000 - Rp 5.000.000,1,36,2,4,3,1438300.0,537000,901300.0,715000,13,0.373,yes
716139933,1,54,M,0,1,1,Rp 8.000.000 - Rp 15.000.000,1,36,3,1,2,16286000.0,1710000,14576000.0,2552000,49,0.105,no
716984658,1,49,M,1,2,1,> Rp 15.000.000,1,39,3,2,3,34516000.0,0,34516000.0,1106000,31,0.0,no
713086008,1,58,F,3,1,1,< Rp 3.000.000,1,47,6,1,0,2609000.0,2439000,170000.0,1731000,34,0.935,no
713773458,1,52,M,2,1,2,Rp 5.000.000 - Rp 8.000.000,1,45,5,3,2,7567000.0,1173000,6394000.0,1435000,32,0.155,no
719242533,1,41,M,5,1,1,Rp 5.000.000 - Rp 8.000.000,1,33,5,3,3,22770000.0,2517000,20253000.0,1882000,38,0.111,no
772712658,1,62,F,0,3,1,< Rp 3.000.000,1,50,5,1,2,3791000.0,1648000,2143000.0,2058000,34,0.435,no
788868858,1,54,M,2,2,1,< Rp 3.000.000,1,39,4,4,2,2702000.0,2517000,185000.0,1658000,32,0.932,yes
811898133,1,40,F,3,1,0,< Rp 3.000.000,1,35,3,1,3,2555000.0,2117000,438000.0,1334000,32,0.829,no
788808633,1,43,M,3,2,1,Rp 8.000.000 - Rp 15.000.000,1,26,5,3,2,2355000.0,1090000,1265000.0,1441000,29,0.463,no
779804208,1,53,F,2,2,2,Rp 3.000.000 - Rp 5.000.000,1,42,6,2,0,5332000.0,0,5332000.0,1371000,39,0.0,no
781391058,1,55,M,1,3,2,Rp 3.000.000 - Rp 5.000.000,1,49,6,3,2,1443000.0,1375000,68000.0,1991000,38,0.953,no
790134408,1,46,M,4,2,2,Rp 5.000.000 - Rp 8.000.000,1,39,6,2,3,10741000.0,755000,9986000.0,1278000,22,0.07,no
788853258,1,41,M,1,3,1,Rp 5.000.000 - Rp 8.000.000,1,25,3,2,0,7984000.0,1503000,6481000.0,1734000,39,0.188,no
711857733,1,49,M,3,3,2,Rp 5.000.000 - Rp 8.000.000,1,32,3,2,2,18584000.0,2517000,16067000.0,1330000,34,0.135,no
822969858,1,61,F,0,2,1,Unknown,1,56,4,1,3,5585000.0,1465000,4120000.0,1787000,31,0.262,no
719554758,1,46,M,2,3,1,Rp 8.000.000 - Rp 15.000.000,1,38,6,3,2,34516000.0,2165000,32351000.0,1672000,32,0.063,no
711643458,1,50,F,1,3,1,< Rp 3.000.000,1,43,6,3,4,1438300.0,0,1438300.0,1439000,41,0.0,no
788830683,1,40,M,2,2,2,Rp 8.000.000 - Rp 15.000.000,1,24,5,1,0,2478000.0,2031000,447000.0,1558000,31,0.82,no
807030858,1,51,M,4,1,2,> Rp 15.000.000,1,46,6,3,3,34516000.0,2274000,32242000.0,1795000,47,0.066,no
793059108,1,50,F,2,2,1,Rp 3.000.000 - Rp 5.000.000,1,44,6,2,3,2339000.0,1440000,899000.0,893000,22,0.616,no
716568708,1,47,F,2,2,1,< Rp 3.000.000,1,36,6,3,2,2726000.0,0,2726000.0,1099000,27,0.0,no
828281733,1,43,M,4,4,1,> Rp 15.000.000,1,39,3,3,3,14881000.0,848000,14033000.0,1408000,23,0.057,no
717229158,1,36,F,4,2,1,Rp 3.000.000 - Rp 5.000.000,1,36,6,3,3,1628000.0,969000,659000.0,1893000,15,0.595,no
715915458,1,47,F,2,2,1,< Rp 3.000.000,1,34,5,2,2,3156000.0,1644000,1512000.0,1151000,31,0.521,no
819129858,1,46,F,2,2,2,< Rp 3.000.000,1,41,5,3,0,4745000.0,1270000,3475000.0,1519000,31,0.268,no
713441958,1,46,M,2,1,1,> Rp 15.000.000,1,36,5,3,2,19727000.0,1785000,17942000.0,1245000,25,0.09,no
719091333,1,52,M,0,3,1,Rp 5.000.000 - Rp 8.000.000,1,36,3,3,2,22720000.0,793000,21927000.0,1102000,27,0.035,no
708666258,1,43,M,4,4,1,Rp 3.000.000 - Rp 5.000.000,1,36,5,3,0,8129000.0,1799000,6330000.0,1402000,33,0.221,no
714914583,1,40,F,4,2,2,< Rp 3.000.000,1,27,6,2,3,3751000.0,1521000,2230000.0,1060000,30,0.405,no
714363858,1,54,F,4,1,1,< Rp 3.000.000,1,36,3,5,3,1594000.0,1411000,183000.0,1459000,35,0.885,yes
721347408,1,55,F,1,1,2,< Rp 3.000.000,1,43,4,2,0,2569000.0,1403000,1166000.0,1456000,39,0.546,no
809608533,1,49,F,4,6,2,Unknown,1,44,6,3,2,18206000.0,1586000,16620000.0,1439000,48,0.087,no
772047183,1,45,M,4,1,1,Rp 3.000.000 - Rp 5.000.000,1,34,6,3,3,3104000.0,1766000,1338000.0,1353000,24,0.569,no
714217908,1,49,M,3,2,1,Rp 3.000.000 - Rp 5.000.000,1,41,5,3,2,2406000.0,1560000,846000.0,1173000,32,0.648,no
714819183,1,63,M,1,3,1,Rp 8.000.000 - Rp 15.000.000,1,36,5,2,3,24571000.0,1955000,22616000.0,1746000,28,0.08,no
716455683,1,40,F,3,1,2,< Rp 3.000.000,2,36,3,2,3,15534000.0,726000,14808000.0,1279000,28,0.047,no
710865633,1,41,F,2,2,1,< Rp 3.000.000,3,33,4,2,0,12301000.0,2250000,10051000.0,1307000,29,0.183,no
752952108,1,37,M,4,2,1,Rp 8.000.000 - Rp 15.000.000,1,26,6,2,3,2846000.0,1818000,1028000.0,1473000,37,0.639,no
712595433,1,58,M,2,3,3,> Rp 15.000.000,1,49,6,2,3,9788000.0,1794000,7994000.0,1805000,37,0.183,no
714982383,1,55,M,2,1,1,Rp 5.000.000 - Rp 8.000.000,1,36,4,3,3,7231000.0,2381000,4850000.0,1421000,23,0.329,no
813814008,1,53,F,1,1,1,< Rp 3.000.000,1,48,6,3,2,2324000.0,1576000,748000.0,1272000,37,0.678,no
794545983,1,57,M,2,2,1,Rp 8.000.000 - Rp 15.000.000,1,40,3,2,3,12208000.0,1980000,10228000.0,1409000,34,0.162,no
708288108,2,43,M,4,6,3,Rp 8.000.000 - Rp 15.000.000,1,30,2,5,3,5639000.0,1547000,4092000.0,647000,15,0.274,yes
715585158,1,58,M,1,2,1,Rp 5.000.000 - Rp 8.000.000,1,46,3,3,2,10021000.0,1617000,8404000.0,1275000,25,0.161,no
810449883,1,64,M,0,4,1,< Rp 3.000.000,1,56,6,1,0,2215000.0,1915000,300000.0,1270000,27,0.865,no
789863208,1,54,F,2,2,1,< Rp 3.000.000,1,44,3,2,3,2027000.0,1480000,547000.0,1702000,37,0.73,no
715022133,1,53,M,2,2,1,Rp 5.000.000 - Rp 8.000.000,1,47,6,2,2,6363000.0,1162000,5201000.0,1256000,26,0.183,no
712506708,1,39,F,3,5,2,< Rp 3.000.000,1,25,6,1,2,3920000.0,2008000,1912000.0,3178000,53,0.512,no
715699983,1,56,M,3,1,1,Rp 5.000.000 - Rp 8.000.000,1,36,5,1,3,9226000.0,1233000,7993000.0,1626000,29,0.134,no
818942433,1,54,F,4,4,0,< Rp 3.000.000,1,49,6,1,1,9376000.0,1288000,8088000.0,1562000,33,0.137,no
